speed_src_ip,std_n_packets,std_bytes,bytes_per_flow,n_int_flows,class
8.0,0.4714045207910317,46.1976430375211,16.0,1.0,0
8.0,0.3726779962499649,36.52244363249657,16.0,1.0,0
13.333333333333334,53.74562679596693,82083.5618843782,24.0,1.7777777777777777,0
10.666666666666666,95.14066194617082,144987.31723566566,20.0,1.4666666666666666,0
12.666666666666666,89.05663493532043,135720.11540041375,23.0,1.710144927536232,0
11.666666666666666,104.92351078397242,159686.06533095438,21.333333333333332,1.5625,0
7.333333333333333,103.09957425103076,156783.22743325055,14.666666666666666,1.0,0
7.333333333333333,99.51208189033511,151474.85246970537,14.666666666666666,1.0,0
6.333333333333333,53.805081935680235,82249.74279438435,12.666666666666666,1.0,0
6.0,1.003081671403766,98.30200379756906,12.0,1.0,0
8.333333333333334,12.466264347116109,19208.722980214283,16.333333333333332,1.1428571428571428,0
10.666666666666666,46.34683256587108,70749.95822959111,20.0,1.4666666666666666,0
11.333333333333334,76.2417684490321,116240.30306330904,21.0,1.5555555555555556,0
10.0,88.48510628963339,134659.1893894909,19.0,1.368421052631579,0
13.333333333333334,95.14152469990285,144726.39407660466,24.0,1.7777777777777777,0
8.0,111.97418593574244,170227.30720273132,16.0,1.0,0
8.333333333333334,96.7846061243155,147205.19089558008,16.0,1.2916666666666667,0
6.333333333333333,99.92908843115423,152081.2885659173,12.666666666666666,1.0,0
7.333333333333333,57.18419139964949,86977.81123639479,14.0,1.3333333333333333,0
7.666666666666667,74.14009428269507,112960.82824011752,15.0,1.1555555555555554,0
6.666666666666667,65.93955091597151,100419.16372640233,13.333333333333334,1.0,0
11.333333333333334,56.489202351983295,86017.98823206138,21.0,1.5555555555555556,0
10.666666666666666,74.09786321705461,112895.52847625199,20.0,1.4666666666666666,0
9.0,105.20036532210962,160233.02511822266,17.333333333333332,1.2692307692307692,0
8.666666666666666,92.63460233720987,141392.00525243868,17.0,1.1372549019607843,0
12.333333333333334,71.72462561944468,109401.59769273631,22.333333333333332,1.7313432835820894,0
7.666666666666667,98.56537820650685,149990.18659498892,14.666666666666666,1.1818181818181819,0
8.333333333333334,86.27463164785013,131410.58834494627,16.0,1.2916666666666667,0
7.333333333333333,94.20265652234956,143693.72640919843,14.666666666666666,1.0,0
8.0,58.76776970537224,89472.35687380699,15.333333333333334,1.173913043478261,0
9.333333333333334,61.81407929758628,94206.69247062248,17.333333333333332,1.5384615384615385,0
9.333333333333334,74.31621602584552,113166.34187888417,17.666666666666668,1.2830188679245282,0
9.0,78.72078917242253,119952.1929852983,17.333333333333332,1.2692307692307692,0
11.333333333333334,83.2092712192003,126857.91980528558,21.0,1.5555555555555556,0
8.0,86.15703602957532,131048.70188108338,15.666666666666666,1.148936170212766,0
8.666666666666666,92.2039044726415,140414.99249661912,16.666666666666668,1.28,0
9.333333333333334,77.7350613625598,118361.41788325699,17.666666666666668,1.3962264150943395,0
9.333333333333334,82.31646924806395,125201.48002766127,17.333333333333332,1.4230769230769231,0
8.333333333333334,84.30960278164936,128320.16046806757,16.333333333333332,1.1428571428571428,0
8.333333333333334,76.55077291140393,116521.80638558336,16.0,1.1666666666666667,0
9.0,63.45405550288581,96668.08167421387,17.333333333333332,1.2692307692307692,0
10.0,67.51122355669796,102850.58790679922,18.666666666666668,1.5,0
9.666666666666666,79.72822431276214,121377.98420580423,18.333333333333332,1.3818181818181818,0
9.333333333333334,84.5111984365368,128699.15722500523,18.0,1.2592592592592593,0
11.0,93.61690678051612,142349.80249361228,20.333333333333332,1.5737704918032787,0
6.666666666666667,99.09343759805691,150970.58907217658,13.333333333333334,1.0,0
8.666666666666666,82.93168457555257,126354.32929536606,16.333333333333332,1.3061224489795917,0
9.0,77.70918489070847,118470.18730731594,17.0,1.411764705882353,0
8.0,91.3466258224645,139127.15420244425,15.333333333333334,1.3043478260869565,0
8.0,89.30612253342788,136073.61638401603,15.666666666666666,1.148936170212766,0
9.666666666666666,75.0195767774174,114332.5956004466,18.0,1.4074074074074074,0
9.666666666666666,69.76172907099712,106359.57337318979,18.333333333333332,1.3818181818181818,0
9.666666666666666,81.25375584861399,123786.4581018701,18.0,1.5185185185185186,0
8.666666666666666,99.623451823702,151754.77169340823,16.333333333333332,1.3061224489795917,0
7.666666666666667,92.89822062389068,141501.81820667832,15.333333333333334,1.0,0
10.666666666666666,74.20475643529446,113016.89549324116,19.666666666666668,1.5932203389830508,0
9.0,83.94766226643836,127873.51594277214,16.666666666666668,1.32,0
9.0,83.59257484837306,127213.7824588088,17.0,1.2941176470588236,0
8.666666666666666,85.334950784844,130032.97135968035,17.0,1.1372549019607843,0
9.0,73.54417422291297,112008.99776649787,17.333333333333332,1.2692307692307692,0
10.666666666666666,78.53572995716583,119610.24006397491,19.333333333333332,1.6206896551724137,0
9.0,91.54173037473127,139326.86361296446,16.666666666666668,1.32,0
10.0,83.54538475448845,127110.43892270394,18.666666666666668,1.3928571428571428,0
9.333333333333334,86.0226467135222,130935.87120404244,18.0,1.2592592592592593,0
9.0,86.81539264439228,132247.5615926494,16.666666666666668,1.32,0
9.666666666666666,83.77425124385036,127591.17628368906,18.0,1.4074074074074074,0
8.0,77.05433638672251,117382.0966167574,15.666666666666666,1.148936170212766,0
10.0,82.3897329718549,125512.14537686833,18.333333333333332,1.6363636363636365,0
8.666666666666666,88.78762075875217,135265.7982031881,16.666666666666668,1.16,0
10.0,85.20949386299483,129788.18502546403,18.666666666666668,1.3928571428571428,0
9.666666666666666,97.35764994464218,148257.3096655755,18.0,1.4074074074074074,0
7.333333333333333,93.3026572349761,142066.85456839917,14.666666666666666,1.0,0
9.0,87.4605151824315,133158.64224977384,17.333333333333332,1.2692307692307692,0
10.0,59.347848249424636,90548.33453617043,18.666666666666668,1.5,0
8.333333333333334,90.76842621653783,138093.12622777064,15.666666666666666,1.446808510638298,0
